subID,trialNum,cntBalance,correct,rt,winner,p1conf,p2conf,p1rslt,p2rslt,
bsp,392,R,true,988,2,0,0,1,1,
bsp,393,R,true,1503,1,1,0,1,1,
bsp,394,R,true,1503,2,0,0,0,1,
bsp,395,R,true,1280,2,1,1,1,1,
bsp,396,R,true,1598,1,0,1,1,1,
bsp,397,R,false,1262,2,0,0,0,0,
bsp,398,R,true,1007,2,0,0,1,1,
bsp,399,R,false,1742,1,1,0,0,1,
bsp,400,R,true,1822,2,0,1,1,1,
bsp,401,R,true,1696,2,1,1,0,1,
bsp,402,R,true,1266,2,1,0,1,0,
bsp,403,R,false,1594,1,1,0,0,1,
bsp,404,R,false,1679,1,0,1,0,0,
bsp,405,R,true,1600,1,1,1,1,1,
bsp,406,R,false,3759,2,1,1,1,0,
bsp,407,R,false,961,1,0,0,0,0,
bsp,408,R,true,1454,2,1,0,1,1,
bsp,409,R,true,2302,1,1,0,1,1,
bsp,410,R,true,1792,1,0,1,1,1,
bsp,411,R,true,2735,2,1,0,1,1,
bsp,412,R,true,6716,2,0,1,1,1,
bsp,413,R,true,4606,2,0,1,1,1,
bsp,414,R,true,1723,2,0,1,1,1,
bsp,415,R,true,1180,2,1,1,1,1,
bsp,416,R,false,2271,2,1,0,0,1,
bsp,417,R,true,1584,1,1,0,1,0,
bsp,418,R,true,1409,2,0,0,0,1,
bsp,419,R,false,1404,1,0,0,1,0,
bsp,420,R,false,1053,2,0,0,0,1,
bsp,421,R,false,1408,2,1,1,0,1,
bsp,422,R,false,782,2,1,0,0,1,
bsp,423,R,false,877,1,1,0,0,1,
bsp,424,R,true,992,1,0,0,1,1,
bsp,425,R,true,1343,2,0,0,0,1,
bsp,426,R,false,2513,1,0,0,0,1,
bsp,427,R,false,963,1,0,0,1,0,
bsp,428,R,true,1052,2,1,0,0,0,
bsp,429,R,false,1743,2,0,0,0,0,
bsp,430,R,false,1600,1,0,1,0,0,
bsp,431,R,true,1152,1,0,0,1,1,
bsp,432,R,false,2591,2,1,0,0,1,
bsp,433,R,false,865,2,1,0,0,0,
bsp,434,R,true,1610,1,1,1,0,1,
bsp,435,R,true,1199,2,1,1,1,1,
bsp,436,R,false,2210,2,0,1,1,0,
bsp,437,R,true,1532,2,0,1,1,0,
bsp,438,R,true,3069,1,1,1,1,1,
bsp,439,R,true,3133,2,0,0,1,1,
bsp,440,R,false,1390,2,1,0,0,0,
bsp,441,R,false,1167,2,1,0,0,1,
bsp,442,R,true,941,2,0,0,1,1,
bsp,443,R,true,735,1,1,0,1,1,
bsp,444,R,true,688,2,0,1,0,1,
bsp,445,R,true,910,1,1,1,1,1,
bsp,446,R,true,1264,2,0,1,1,1,
bsp,447,R,false,1516,2,0,0,1,0,
bsp,448,R,true,1037,1,0,0,1,1,
bsp,449,R,true,1119,2,1,1,0,1,
bsp,450,R,false,1150,1,0,1,1,0,
