subID,trialNum,cntBalance,correct,rt,p1conf,p2conf,p1rslt,p2rslt,
afa,135,l,true,1679,0,1,1,1,
afa,136,l,false,2214,1,0,0,1,
afa,137,l,true,2264,1,0,1,1,
afa,138,l,true,1863,1,0,1,0,
afa,139,l,true,3486,0,0,1,0,
afa,140,l,true,2968,1,1,1,1,
afa,141,l,false,1383,1,0,0,0,
afa,142,l,false,1334,0,0,0,0,
afa,143,l,false,1882,1,0,0,1,
afa,144,l,true,1091,1,1,1,1,
afa,145,l,true,1203,1,1,1,1,
afa,146,l,true,1175,1,0,1,1,
afa,147,l,true,2334,0,0,1,1,
afa,148,l,true,1414,1,1,1,1,
afa,149,l,true,1347,0,0,1,1,
afa,150,l,false,1122,1,0,0,0,
afa,151,l,true,1853,1,1,0,1,
afa,152,l,false,2181,0,1,1,0,
afa,153,l,true,1923,1,0,1,1,
afa,154,l,true,1605,0,1,1,1,
afa,155,l,true,1423,1,1,1,1,
afa,156,l,true,1574,1,1,1,0,
afa,157,l,true,2518,1,1,0,1,
afa,158,l,false,6534,1,0,1,0,
afa,159,l,true,1319,1,1,1,1,
afa,160,l,true,939,1,1,1,1,
afa,161,l,true,1085,0,1,1,1,
afa,162,l,false,2023,1,0,0,1,
afa,163,l,false,1751,1,1,0,0,
afa,164,l,true,1898,1,1,0,1,
afa,165,l,false,1590,0,1,1,0,
afa,166,l,true,1288,1,0,1,1,
afa,167,l,true,1882,0,1,1,1,
afa,168,l,true,1196,0,1,1,1,
afa,169,l,true,2207,1,0,1,0,
afa,170,l,true,1051,0,1,1,1,
afa,171,l,true,1192,0,0,1,1,
afa,172,l,true,1037,1,1,1,1,
afa,173,l,true,1096,0,1,1,1,
afa,174,l,true,1967,1,0,1,0,
afa,175,l,false,2583,1,1,0,0,
afa,176,l,true,1440,0,1,0,1,
afa,177,l,false,2064,1,0,0,0,
afa,178,l,true,1589,0,0,1,1,
afa,179,l,false,1171,0,0,0,0,
afa,180,l,true,981,1,1,1,1,
afa,181,l,false,3429,1,0,0,1,
afa,182,l,true,1357,0,0,0,1,
afa,183,l,false,2702,1,1,0,0,
afa,184,l,true,1718,1,0,1,0,
afa,185,l,true,1310,1,0,1,0,
afa,186,l,false,1278,1,0,0,1,
afa,187,l,true,1363,0,0,1,1,
afa,188,l,false,1869,0,1,1,0,
afa,189,l,false,1710,0,0,0,0,
afa,190,l,true,3224,1,0,1,0,
afa,191,l,true,2651,1,1,0,1,
afa,192,l,true,1239,0,0,1,1,
afa,193,l,true,1436,0,1,1,1,
afa,194,l,true,1016,0,0,1,1,
afa,195,l,false,1119,0,1,0,0,
afa,196,l,true,1399,0,1,1,1,
afa,197,l,true,1189,0,1,1,1,
afa,198,l,false,1059,0,0,0,0,
afa,199,l,false,1833,1,0,0,1,
afa,200,l,true,964,0,0,1,1,
brk,brk,brk,brk,brk,brk,brk,brk,brk,
afa,201,l,false,2946,0,0,0,0,
afa,202,l,false,1517,0,1,1,0,
afa,203,l,true,1013,0,1,1,1,
afa,204,l,true,1418,0,1,1,1,
afa,205,l,false,1693,0,0,1,0,
afa,206,l,true,1075,0,1,1,1,
afa,207,l,true,904,0,1,1,1,
afa,208,l,true,815,0,0,1,1,
afa,209,l,true,1260,1,1,1,0,
afa,210,l,false,1576,1,0,0,1,
afa,211,l,false,3178,0,0,1,0,
afa,212,l,false,1225,1,0,0,0,
afa,213,l,true,1767,0,0,1,1,
afa,214,l,true,1701,1,0,1,0,
afa,215,l,true,1232,1,1,1,1,
afa,216,l,true,1384,1,0,1,1,
afa,217,l,true,1631,0,1,1,1,
afa,218,l,false,1927,1,1,0,1,
afa,219,l,true,1072,0,0,1,1,
afa,220,l,true,1311,0,1,1,1,
afa,221,l,true,1395,1,0,1,1,
afa,222,l,true,922,1,1,1,1,
afa,223,l,true,3655,1,0,1,0,
afa,224,l,true,2502,1,1,1,0,
afa,225,l,false,1375,1,0,0,0,
afa,226,l,true,1684,1,1,1,1,
afa,227,l,false,1423,1,1,0,0,
afa,228,l,true,1590,1,0,1,0,
afa,229,l,true,1439,0,1,1,1,
afa,230,l,true,1350,1,1,1,1,
afa,231,l,true,1479,0,0,1,1,
afa,232,l,false,2463,1,1,0,1,
afa,233,l,true,2246,0,1,1,1,
afa,234,l,false,1551,0,1,0,1,
afa,235,l,true,2015,1,1,1,1,
afa,236,l,true,977,1,1,1,1,
afa,237,l,false,2502,0,0,1,0,
afa,238,l,true,2248,1,0,1,0,
afa,239,l,true,1426,1,0,1,1,
afa,240,l,true,1508,1,1,1,1,
afa,241,l,true,1462,0,1,1,1,
afa,242,l,true,1293,0,1,1,1,
afa,243,l,true,1155,1,0,1,1,
afa,244,l,true,2340,0,1,0,1,
afa,245,l,true,1435,0,0,1,1,
afa,246,l,true,1519,1,0,1,0,
afa,247,l,true,1457,1,0,1,0,
afa,248,l,true,1430,1,0,1,1,
afa,249,l,true,1481,1,0,1,0,
afa,250,l,true,1325,1,1,1,1,
afa,251,l,true,2341,1,1,1,0,
afa,252,l,true,1288,1,0,1,1,
afa,253,l,true,1114,1,1,1,1,
afa,254,l,true,1368,1,1,1,1,
afa,255,l,false,1843,0,1,0,1,
afa,256,l,false,2749,0,0,0,1,
afa,257,l,true,1714,1,0,1,0,
afa,258,l,true,1324,0,1,1,1,
afa,259,l,false,3469,1,1,0,1,
afa,260,l,true,1529,0,1,1,1,
afa,261,l,false,2235,0,0,1,0,
afa,262,l,true,1936,1,0,1,1,
afa,263,l,true,1220,1,1,1,1,
afa,264,l,true,2150,1,1,1,1,
afa,265,l,true,959,1,0,1,1,
afa,266,l,true,944,0,0,1,1,
afa,267,l,true,1664,0,1,1,1,
afa,268,l,true,3326,1,1,1,0,
afa,269,l,true,2725,0,0,1,0,
afa,270,l,false,1305,1,0,0,0,
afa,271,l,true,1124,0,1,1,1,
afa,272,l,true,884,0,1,1,1,
afa,273,l,true,1783,0,0,1,0,
afa,274,l,false,1888,1,1,0,1,
afa,275,l,true,1203,1,1,1,1,
afa,276,l,false,1144,0,0,0,0,
afa,277,l,false,2150,1,0,0,1,
afa,278,l,false,2761,0,1,1,0,
afa,279,l,true,1085,0,1,1,1,
afa,280,l,true,1104,1,0,1,1,
afa,281,l,true,1388,1,0,1,0,
afa,282,l,false,1232,1,0,0,1,
afa,283,l,false,1383,0,1,0,0,
afa,284,l,true,1944,1,0,1,0,
afa,285,l,false,2994,1,0,0,0,
afa,286,l,true,2507,1,0,1,0,
afa,287,l,true,2094,1,1,1,0,
afa,288,l,true,2734,0,1,0,1,
afa,289,l,false,1746,1,0,0,0,
afa,290,l,false,1504,0,0,0,1,
afa,291,l,false,2423,1,0,0,1,
afa,292,l,false,2839,0,1,1,0,
afa,293,l,false,998,0,1,0,0,
afa,294,l,false,1492,0,0,0,1,
afa,295,l,true,1890,0,0,1,1,
afa,296,l,true,1335,0,0,1,1,
afa,297,l,true,2063,1,1,1,0,
afa,298,l,true,1648,1,0,1,1,
afa,299,l,true,1517,1,0,1,1,
afa,300,l,true,1245,0,1,1,1,
brk,brk,brk,brk,brk,brk,brk,brk,brk,
afa,301,l,false,1972,0,1,1,0,
afa,302,l,true,1686,0,1,0,1,
afa,303,l,true,1027,0,0,1,1,
afa,304,l,true,1040,0,0,1,1,
afa,305,l,true,2019,0,0,0,1,
afa,306,l,false,1423,1,0,1,0,
afa,307,l,true,2280,0,0,1,1,
afa,308,l,true,1326,0,1,1,1,
afa,309,l,false,2046,0,1,1,0,
afa,310,l,true,1158,0,1,1,1,
afa,311,l,true,1521,1,0,1,0,
afa,312,l,true,1471,1,0,1,1,
afa,313,l,false,2509,0,0,1,0,
afa,314,l,true,1430,0,1,0,1,
afa,315,l,true,1728,1,0,1,0,
afa,316,l,false,1276,1,0,0,0,
afa,317,l,true,6538,0,0,1,0,
afa,318,l,false,2907,1,1,0,1,
afa,319,l,true,1483,1,0,1,1,
afa,320,l,true,887,0,1,1,1,
afa,321,l,true,1032,1,0,1,1,
afa,322,l,false,1944,0,1,1,0,
afa,323,l,false,3225,0,0,1,0,
afa,324,l,true,1291,0,1,1,1,
afa,325,l,true,1911,0,0,0,1,
afa,326,l,true,988,0,0,1,1,
afa,327,l,true,963,0,1,1,1,
afa,328,l,false,2485,0,1,1,0,
afa,329,l,false,1402,1,0,0,0,
afa,330,l,true,1246,0,1,1,1,
afa,331,l,true,1240,0,0,1,1,
afa,332,l,true,1885,0,1,0,1,
afa,333,l,true,1373,0,1,1,1,
afa,334,l,true,1079,1,1,1,1,
afa,335,l,true,974,0,0,1,1,
afa,336,l,false,917,0,0,0,0,
afa,337,l,true,1272,0,1,1,1,
afa,338,l,false,1545,1,0,0,1,
afa,339,l,true,1157,1,0,1,1,
afa,340,l,false,1333,0,1,1,0,
afa,341,l,true,2254,0,1,0,1,
afa,342,l,true,1410,0,0,1,1,
afa,343,l,true,1875,0,0,1,0,
afa,344,l,true,1584,1,1,1,1,
afa,345,l,false,1651,1,1,0,1,
afa,346,l,true,1710,0,0,1,1,
afa,347,l,true,1424,1,0,1,1,
afa,348,l,false,905,0,0,0,0,
afa,349,l,false,1379,1,0,0,0,
afa,350,l,false,3622,1,1,0,0,
afa,351,l,true,5618,0,0,1,0,
afa,352,l,true,2274,0,0,0,1,
afa,353,l,true,1677,1,1,1,1,
afa,354,l,false,2035,1,0,0,1,
afa,355,l,true,1664,0,1,1,1,
afa,356,l,true,1573,1,0,1,1,
afa,357,l,false,1150,0,1,0,0,
afa,358,l,true,1141,1,1,1,1,
afa,359,l,false,1035,1,1,0,0,
afa,360,l,true,4776,0,1,1,1,
afa,361,l,false,915,1,0,0,0,
afa,362,l,true,7397,1,0,1,0,
afa,363,l,false,1053,1,0,0,0,
afa,364,l,true,1401,1,1,1,1,
afa,365,l,false,2700,1,1,1,0,
afa,366,l,false,2325,0,1,0,0,
afa,367,l,true,3042,0,1,1,1,
afa,368,l,false,1014,1,0,0,0,
afa,369,l,false,1706,0,0,1,0,
afa,370,l,false,1820,1,0,0,1,
afa,371,l,false,2142,1,0,0,1,
afa,372,l,true,1334,1,1,1,1,
afa,373,l,true,1490,0,1,1,1,
afa,374,l,true,1880,0,0,1,0,
afa,375,l,true,1931,1,0,1,0,
afa,376,l,true,1198,1,0,1,1,
afa,377,l,true,1695,0,0,1,1,
afa,378,l,true,2772,1,0,1,0,
afa,379,l,true,1307,0,1,1,1,
afa,380,l,true,1387,0,0,1,1,
afa,381,l,true,998,1,0,1,1,
afa,382,l,true,1900,1,0,1,0,
afa,383,l,true,1309,1,1,1,1,
afa,384,l,true,771,1,0,1,1,
afa,385,l,true,1903,1,1,1,0,
afa,386,l,true,2244,0,1,0,1,
afa,387,l,true,1771,0,0,1,1,
afa,388,l,true,1262,1,1,1,1,
afa,389,l,false,1377,1,1,1,0,
afa,390,l,true,1279,1,0,1,1,
afa,391,l,true,1452,1,0,1,1,
afa,392,l,false,1503,0,0,0,1,
afa,393,l,true,1471,1,1,1,1,
afa,394,l,true,1172,0,1,1,1,
afa,395,l,false,930,0,0,0,0,
afa,396,l,true,914,0,1,1,1,
afa,397,l,true,2360,0,1,0,1,
afa,398,l,false,1227,0,1,0,0,
afa,399,l,true,1876,1,0,1,0,
afa,400,l,true,2275,1,1,1,1,
