subID,trialNum,cntBalance,correct,rt,winner,p1conf,p2conf,p1rslt,p2rslt,
r60,1,L,null,null,2,1,0,1,1,
r60,2,L,null,null,2,1,1,0,1,
r60,3,L,null,null,1,0,0,0,1,
r60,4,L,null,null,1,1,1,1,1,
r60,5,L,null,null,2,1,1,1,1,
r60,6,L,null,null,2,0,0,1,1,
r60,7,L,null,null,2,0,1,0,1,
r60,8,L,null,null,2,1,1,1,1,
r60,9,L,null,null,2,0,1,0,1,
r60,10,L,null,null,2,0,1,1,1,
r60,11,L,null,null,2,0,0,1,1,
r60,12,L,null,null,1,1,1,1,0,
r60,13,L,null,null,2,0,0,0,1,
r60,14,L,null,null,2,0,0,0,1,
r60,15,L,null,null,2,0,1,1,0,
r60,16,L,null,null,1,0,0,1,1,
r60,17,L,null,null,1,0,0,0,1,
r60,18,L,null,null,2,1,0,1,0,
r60,19,L,null,null,2,1,0,1,1,
r60,20,L,null,null,1,0,0,1,1,
r60,21,L,null,null,2,1,1,1,1,
r60,22,L,null,null,1,1,0,1,1,
r60,23,L,null,null,2,0,1,1,1,
r60,24,L,null,null,1,1,0,0,1,
r60,25,L,null,null,1,0,0,0,1,
r60,26,L,null,null,1,1,1,1,0,
r60,27,L,null,null,2,0,1,0,1,
r60,28,L,null,null,2,1,0,1,1,
r60,29,L,null,null,2,0,0,1,0,
r60,30,L,null,null,1,0,0,1,1,
r60,31,L,null,null,2,0,1,1,0,
r60,32,L,null,null,1,1,0,1,1,
r60,33,L,null,null,2,1,0,1,1,
r60,34,L,null,null,2,1,0,1,1,
r60,35,L,null,null,1,1,1,1,0,
r60,36,L,null,null,1,1,0,1,1,
r60,37,L,null,null,2,1,1,1,1,
r60,38,L,null,null,1,0,1,1,1,
r60,39,L,null,null,2,0,1,1,0,
r60,40,L,null,null,1,1,0,1,0,
r60,41,L,null,null,2,1,1,0,1,
r60,42,L,null,null,1,0,1,1,0,
r60,43,L,null,null,1,1,1,1,0,
r60,44,L,null,null,1,1,0,0,0,
r60,45,L,null,null,2,0,0,1,1,
r60,46,L,null,null,1,0,1,1,1,
r60,47,L,null,null,1,0,0,1,0,
r60,48,L,null,null,2,1,0,0,1,
r60,49,L,null,null,1,1,0,0,0,
r60,50,L,null,null,2,0,1,1,0,
r60,51,L,null,null,1,1,0,1,0,
r60,52,L,null,null,1,0,1,1,1,
r60,53,L,null,null,1,0,0,1,1,
r60,54,L,null,null,2,1,1,0,0,
r60,55,L,null,null,1,0,0,0,0,
r60,56,L,null,null,2,1,1,0,1,
r60,57,L,null,null,1,0,0,0,1,
r60,58,L,null,null,2,0,0,0,1,
r60,59,L,null,null,2,0,1,1,0,
r60,60,L,null,null,2,1,1,1,1,
r60,61,L,null,null,2,1,1,0,1,
r60,62,L,null,null,1,1,0,0,1,
r60,63,L,null,null,2,0,1,0,1,
r60,64,L,null,null,1,1,1,0,1,
r60,65,L,null,null,1,1,1,1,1,
r60,66,L,null,null,2,1,0,0,1,
r60,67,L,null,null,1,1,0,1,0,
r60,68,L,null,null,2,0,1,1,0,
r60,69,L,null,null,1,1,1,1,0,
r60,70,L,null,null,2,1,0,1,0,
r60,71,L,null,null,2,0,1,0,1,
r60,72,L,null,null,2,1,1,0,1,
r60,73,L,null,null,2,1,1,1,0,
r60,74,L,null,null,1,0,0,1,1,
r60,75,L,null,null,1,1,0,0,1,
r60,76,L,null,null,2,1,0,1,1,
r60,77,L,null,null,2,0,0,1,1,
