subID,trialNum,cntBalance,correct,rt,winner,p1conf,p2conf,p1rslt,p2rslt,
1np,1,R,false,2715,2,1,0,0,0,
1np,2,R,false,4711,2,0,0,0,1,
1np,3,R,false,7356,1,0,0,1,1,
1np,4,R,true,4032,2,1,1,1,1,
1np,5,R,false,7555,1,0,0,1,1,
1np,6,R,false,4049,2,1,1,1,0,
1np,7,R,true,4372,2,1,0,1,1,
1np,8,R,true,2275,2,1,0,1,0,
1np,9,R,false,2110,2,1,0,0,1,
1np,10,R,true,2696,1,0,1,0,1,
1np,11,R,true,2922,1,1,1,1,0,
1np,12,R,true,2234,2,1,1,1,1,
1np,13,R,true,2905,1,0,0,1,1,
1np,14,R,true,3234,1,1,1,1,1,
1np,15,R,true,2897,2,0,0,0,1,
1np,16,R,false,2172,2,0,1,1,0,
1np,17,R,false,2145,2,1,1,0,1,
1np,18,R,true,4553,1,0,1,1,1,
1np,19,R,true,2731,2,0,0,1,0,
1np,20,R,false,3423,1,0,0,1,0,
1np,21,R,true,2163,2,1,1,1,1,
1np,22,R,true,1268,1,0,1,0,1,
1np,23,R,false,1313,1,0,1,1,0,
1np,24,R,true,1428,2,1,1,1,1,
1np,25,R,true,1242,1,1,1,1,1,
1np,26,R,true,1424,2,0,1,1,1,
1np,27,R,true,1191,2,0,1,0,1,
1np,28,R,false,1705,2,0,0,1,0,
1np,29,R,true,1627,2,0,0,1,1,
1np,30,R,true,1147,2,0,0,1,1,
1np,31,R,true,1143,2,1,1,1,1,
1np,32,R,true,1555,2,1,1,1,1,
1np,33,R,true,1154,1,0,1,1,1,
1np,34,R,false,1851,2,1,1,0,1,
1np,35,R,true,3500,1,0,0,0,1,
1np,36,R,true,3106,1,1,0,1,0,
1np,37,R,true,979,2,0,1,0,1,
1np,38,R,false,994,1,0,1,1,0,
1np,39,R,true,1411,1,1,1,1,1,
1np,40,R,false,1476,1,1,0,0,0,
1np,41,R,true,3043,2,0,0,1,1,
1np,42,R,false,5186,2,0,1,1,0,
1np,43,R,true,4815,2,0,0,1,0,
1np,44,R,true,3044,1,0,0,1,0,
1np,45,R,false,2594,1,0,0,1,1,
1np,46,R,true,1627,2,1,1,1,1,
1np,47,R,true,2328,1,1,1,1,1,
1np,48,R,true,1856,1,1,1,1,0,
1np,49,R,true,2389,2,0,0,0,1,
1np,50,R,true,3185,1,1,0,1,0,
1np,51,R,false,3058,1,0,1,0,1,
1np,52,R,true,1538,2,1,0,1,0,
1np,53,R,true,1207,1,0,1,0,1,
1np,54,R,false,1347,1,1,0,0,1,
1np,55,R,false,3318,1,1,1,1,0,
1np,56,R,true,1617,1,1,0,1,1,
1np,57,R,true,1176,2,0,1,1,1,
1np,58,R,true,1659,1,0,0,1,1,
1np,59,R,false,2362,1,0,1,1,0,
1np,60,R,false,2604,2,0,0,0,1,
1np,61,R,true,2083,1,0,0,1,1,
1np,62,R,true,2629,1,1,0,1,1,
1np,63,R,true,1722,1,1,1,1,1,
1np,64,R,true,3272,2,1,0,1,0,
1np,65,R,true,3810,1,0,1,1,1,
1np,66,R,true,1875,1,1,1,1,1,
1np,67,R,false,2049,2,0,0,0,0,
1np,68,R,true,3906,2,1,0,1,0,
1np,69,R,false,1627,2,0,1,0,0,
1np,70,R,true,1626,1,1,1,1,1,
1np,71,R,false,2955,1,1,0,0,1,
1np,72,R,true,4289,2,0,1,1,0,
1np,73,R,true,4195,2,0,1,1,1,
1np,74,R,true,3915,1,1,0,1,0,
1np,75,R,true,3402,1,0,0,1,0,
1np,76,R,true,2193,2,1,0,1,1,
1np,77,R,true,2835,2,0,0,1,1,
1np,78,R,true,2769,2,0,0,1,0,
1np,79,R,false,3995,1,0,1,0,1,
1np,80,R,false,3641,1,1,0,0,1,
1np,81,R,false,1665,1,0,1,1,0,
1np,82,R,false,3147,1,1,0,0,0,
1np,83,R,true,3785,1,0,1,1,1,
1np,84,R,false,1856,2,0,1,1,0,
1np,85,R,false,1968,1,0,0,0,0,
1np,86,R,true,2090,2,0,1,1,1,
1np,87,R,true,2079,1,1,1,1,1,
1np,88,R,true,5778,2,1,0,1,1,
1np,89,R,false,1579,1,1,0,0,0,
1np,90,R,true,1267,1,0,0,1,1,
1np,91,R,false,1801,2,1,1,0,0,
1np,92,R,true,1130,2,1,1,1,1,
1np,93,R,true,1849,1,0,1,1,1,
1np,94,R,true,1443,2,0,1,1,1,
1np,95,R,true,1249,1,0,0,1,1,
1np,96,R,true,1480,1,1,0,1,0,
1np,97,R,false,5302,2,0,0,0,0,
1np,98,R,true,4658,1,1,0,1,0,
1np,99,R,true,3417,2,1,1,1,0,
1np,100,R,false,1523,2,0,0,0,0,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,
1np,101,R,false,2035,1,0,1,1,0,
1np,102,R,true,905,1,1,1,1,1,
1np,103,R,false,1305,2,1,0,0,0,
1np,104,R,true,843,1,0,1,1,1,
1np,105,R,true,1007,2,1,1,0,1,
1np,106,R,true,936,2,0,1,0,1,
1np,107,R,true,1161,1,1,1,1,1,
1np,108,R,true,1096,2,0,1,1,1,
1np,109,R,true,1282,2,0,0,1,1,
1np,110,R,false,1632,2,1,1,0,1,
1np,111,R,true,1450,1,1,1,1,1,
1np,112,R,false,1682,1,1,0,0,0,
1np,113,R,true,1962,2,0,1,1,1,
1np,114,R,true,2267,1,1,1,0,1,
1np,115,R,true,1923,2,0,0,0,1,
1np,116,R,false,1488,1,0,0,0,0,
1np,117,R,true,1842,2,1,1,0,1,
