subID,trialNum,cntBalance,correct,rt,winner,p1conf,p2conf,p1rslt,p2rslt,
94t,1,L,true,10560,1,1,1,1,1,
94t,2,L,true,3126,2,0,1,0,1,
94t,3,L,false,2106,2,1,0,1,0,
94t,4,L,true,2412,2,0,0,1,1,
94t,5,L,true,2628,1,1,1,1,0,
94t,6,L,false,1694,2,0,0,1,1,
94t,7,L,true,1360,1,0,0,0,1,
94t,8,L,false,1357,2,0,1,1,0,
94t,9,L,true,1196,2,0,0,0,1,
94t,10,L,true,880,1,1,1,1,1,
94t,11,L,true,3114,1,1,1,1,1,
94t,12,L,true,851,2,0,1,1,1,
94t,13,L,true,2220,2,1,0,1,1,
94t,14,L,false,1588,1,0,1,1,0,
94t,15,L,true,1163,2,0,1,0,1,
94t,16,L,true,721,1,0,0,1,1,
94t,17,L,true,1318,2,0,1,1,0,
94t,18,L,true,944,1,0,1,1,0,
94t,19,L,true,1386,1,1,0,1,1,
94t,20,L,false,1524,1,1,0,1,0,
94t,21,L,true,1253,2,0,0,1,1,
94t,22,L,true,764,2,1,1,1,1,
94t,23,L,true,652,1,1,0,1,1,
94t,24,L,true,618,1,1,0,1,1,
94t,25,L,true,592,2,1,0,1,1,
94t,26,L,true,735,1,0,1,1,1,
94t,27,L,false,505,2,0,0,0,0,
94t,28,L,true,597,2,0,0,1,0,
94t,29,L,false,533,2,0,0,0,0,
94t,30,L,false,457,2,0,1,0,1,
94t,31,L,false,642,1,0,1,0,0,
94t,32,L,false,837,1,0,0,1,0,
94t,33,L,false,297,1,1,0,1,1,
94t,34,L,true,398,1,0,0,1,0,
94t,35,L,false,565,1,0,1,0,1,
94t,36,L,true,489,1,0,1,0,1,
94t,37,L,true,178,1,1,0,1,0,
94t,38,L,false,320,2,0,1,1,0,
94t,39,L,false,490,1,1,0,0,0,
94t,40,L,true,742,2,0,1,0,1,
94t,41,L,true,365,1,1,0,0,1,
94t,42,L,false,614,1,1,0,1,0,
94t,43,L,false,2367,1,1,0,0,1,
94t,44,L,false,1146,2,0,1,0,0,
94t,45,L,true,1359,2,0,1,1,1,
94t,46,L,true,767,2,1,0,1,1,
94t,47,L,true,704,1,1,1,1,1,
94t,48,L,true,726,1,1,1,1,1,
94t,49,L,false,1525,2,0,1,1,0,
94t,50,L,false,821,1,0,0,1,0,
94t,51,L,false,1711,2,1,1,0,1,
94t,52,L,false,4477,1,0,1,1,0,
94t,53,L,true,2321,2,1,0,1,1,
94t,54,L,false,2326,1,1,1,1,1,
94t,55,L,false,1663,2,1,0,0,0,
94t,56,L,false,1637,2,0,1,0,0,
94t,57,L,true,2669,2,1,0,1,1,
94t,58,L,false,2531,2,0,0,0,0,
94t,59,L,false,1821,1,0,1,0,1,
94t,60,L,false,2231,2,0,1,0,1,
94t,61,L,false,2212,1,0,0,1,1,
94t,62,L,true,3262,1,0,0,0,1,
94t,63,L,false,1520,2,0,1,1,1,
94t,64,L,false,1922,1,1,1,1,1,
94t,65,L,false,1121,1,1,1,0,0,
94t,66,L,true,1211,1,1,1,1,0,
94t,67,L,true,1118,1,0,1,0,1,
94t,68,L,true,795,1,1,1,1,1,
94t,69,L,false,795,2,0,1,1,0,
94t,70,L,true,687,2,1,0,1,0,
94t,71,L,false,741,1,1,0,0,1,
94t,72,L,true,640,1,0,1,0,1,
94t,73,L,false,879,2,1,0,0,1,
94t,74,L,true,1259,2,1,0,1,1,
94t,75,L,true,1649,1,0,0,0,1,
94t,76,L,true,2006,1,0,0,1,1,
94t,77,L,true,1533,1,1,0,0,1,
94t,78,L,false,1675,1,1,0,1,0,
94t,79,L,true,1918,1,0,1,0,1,
94t,80,L,true,1586,2,1,0,0,0,
94t,81,L,true,1735,2,0,1,0,1,
94t,82,L,true,1831,2,1,0,1,1,
94t,83,L,false,2290,2,0,0,1,0,
94t,84,L,false,1000,2,1,0,1,1,
94t,85,L,true,1775,2,1,1,0,1,
94t,86,L,true,600,2,0,1,1,1,
94t,87,L,false,1708,1,1,1,1,1,
94t,88,L,false,877,1,0,1,0,0,
94t,89,L,false,1161,2,0,1,1,1,
94t,90,L,true,1109,2,1,0,1,1,
94t,91,L,true,850,2,1,0,1,1,
94t,92,L,true,2287,2,0,0,0,1,
94t,93,L,false,2683,1,0,0,0,1,
94t,94,L,false,1940,2,1,1,1,1,
94t,95,L,true,3234,2,0,1,0,1,
94t,96,L,false,1505,2,0,1,1,0,
94t,97,L,true,1942,1,0,1,1,1,
94t,98,L,false,2734,1,0,1,0,1,
94t,99,L,true,1220,2,0,1,1,1,
94t,100,L,true,2463,2,0,0,0,1,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,
94t,101,L,true,6636,1,0,0,0,1,
94t,102,L,false,1918,1,1,0,1,0,
94t,103,L,true,1204,2,1,0,1,1,
94t,104,L,true,1607,1,0,0,1,1,
94t,105,L,true,1409,2,1,1,1,1,
94t,106,L,false,1877,2,0,1,1,0,
94t,107,L,false,1553,1,0,0,0,0,
94t,108,L,false,927,1,0,0,1,1,
94t,109,L,true,1417,2,1,1,0,0,
94t,110,L,true,1479,2,0,1,0,1,
94t,111,L,true,1419,2,0,0,0,1,
94t,112,L,true,2468,2,1,0,1,0,
94t,113,L,false,1866,1,1,1,1,0,
94t,114,L,false,2509,1,0,1,0,1,
94t,115,L,true,1617,2,0,1,1,1,
94t,116,L,false,1483,1,1,1,1,1,
94t,117,L,true,1207,2,1,1,1,1,
94t,118,L,false,1465,2,0,1,1,1,
94t,119,L,true,913,2,0,0,1,1,
94t,120,L,false,945,1,0,1,0,0,
94t,121,L,false,1308,2,0,1,0,1,
94t,122,L,true,793,2,1,1,1,1,
94t,123,L,false,3690,1,0,0,0,1,
94t,124,L,true,1009,2,1,0,1,1,
94t,125,L,false,628,2,0,1,0,0,
94t,126,L,false,985,1,0,0,1,1,
94t,127,L,true,1110,2,0,0,1,0,
94t,128,L,false,824,1,0,0,1,0,
94t,129,L,true,1650,2,1,0,1,0,
94t,130,L,false,1791,1,1,1,0,1,
94t,131,L,true,683,2,1,1,1,1,
94t,132,L,true,705,1,0,1,1,1,
94t,133,L,false,1160,1,0,1,0,1,
94t,134,L,false,2091,1,0,0,1,0,
94t,135,L,true,1103,2,0,0,1,1,
94t,136,L,false,940,1,1,0,0,1,
94t,137,L,true,1250,2,0,1,0,1,
94t,138,L,false,2550,1,0,0,0,1,
94t,139,L,false,1432,2,1,0,1,1,
94t,140,L,false,969,1,0,0,0,1,
94t,141,L,false,950,1,1,1,0,0,
94t,142,L,false,1200,1,1,1,0,0,
94t,143,L,false,736,1,0,1,0,1,
94t,144,L,false,322,2,0,0,0,1,
94t,145,L,true,350,2,1,1,1,1,
94t,146,L,true,566,2,1,0,1,1,
94t,147,L,true,597,2,0,0,1,0,
94t,148,L,true,331,1,1,0,1,1,
94t,149,L,false,392,1,0,1,1,1,
94t,150,L,false,681,1,1,0,1,0,
94t,151,L,false,350,2,0,0,1,1,
94t,152,L,true,209,2,0,1,1,1,
94t,153,L,false,463,1,1,1,1,0,
94t,154,L,false,388,2,1,1,0,1,
94t,155,L,true,785,1,1,0,1,1,
94t,156,L,false,1942,1,1,0,1,0,
94t,157,L,true,659,2,0,1,1,1,
94t,158,L,true,846,2,0,1,0,1,
94t,159,L,false,1058,2,1,0,0,1,
94t,160,L,false,486,1,1,0,0,1,
94t,161,L,true,600,2,0,1,1,0,
94t,162,L,false,1096,2,1,1,1,1,
94t,163,L,false,1022,1,0,1,1,0,
94t,164,L,true,1170,2,1,0,1,0,
94t,165,L,false,1160,1,1,0,0,1,
94t,166,L,false,1372,1,1,1,0,0,
94t,167,L,true,519,1,1,0,1,1,
94t,168,L,true,1206,1,0,1,0,0,
94t,169,L,true,2206,2,0,0,1,0,
94t,170,L,true,2214,1,0,1,1,0,
94t,171,L,true,2071,2,1,0,1,0,
94t,172,L,false,1467,1,1,1,0,1,
94t,173,L,false,1916,1,0,1,1,0,
94t,174,L,false,753,1,0,1,0,1,
94t,175,L,false,1190,1,1,1,1,1,
94t,176,L,true,669,1,1,0,1,0,
94t,177,L,false,971,2,0,0,1,1,
94t,178,L,false,1098,1,1,1,1,1,
94t,179,L,false,734,2,0,0,0,0,
94t,180,L,false,789,1,0,1,0,1,
94t,181,L,true,612,2,0,1,0,1,
94t,182,L,true,658,2,0,1,1,1,
94t,183,L,true,952,2,1,0,1,1,
94t,184,L,true,809,2,1,0,1,1,
94t,185,L,false,960,1,0,1,0,1,
94t,186,L,false,381,2,1,0,1,0,
94t,187,L,false,475,1,0,0,1,0,
94t,188,L,true,362,2,0,1,0,1,
94t,189,L,true,337,1,1,1,1,1,
94t,190,L,true,351,2,0,1,0,1,
94t,191,L,false,487,2,1,1,1,1,
94t,192,L,false,276,2,0,0,0,0,
94t,193,L,false,606,1,1,1,1,0,
94t,194,L,false,183,2,0,1,0,1,
94t,195,L,true,711,1,1,0,1,1,
94t,196,L,true,751,1,0,1,1,1,
94t,197,L,true,1025,2,0,1,1,0,
94t,198,L,false,731,1,1,0,0,0,
94t,199,L,false,624,2,1,0,0,1,
94t,200,L,false,726,1,1,0,0,1,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,
94t,201,L,true,1169,2,0,0,1,1,
94t,202,L,false,981,1,0,1,1,0,
94t,203,L,true,524,1,1,0,1,1,
94t,204,L,false,473,2,0,0,0,1,
94t,205,L,false,382,1,0,1,0,1,
94t,206,L,true,392,2,1,0,1,0,
94t,207,L,false,412,2,0,0,0,1,
94t,208,L,true,552,2,1,0,1,0,
94t,209,L,false,496,2,1,1,0,0,
94t,210,L,false,549,1,0,0,0,1,
94t,211,L,true,507,1,1,1,1,1,
