"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","timeout","failed_images","failed_audio","failed_video","view_history","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","outcome","p1conf","p2conf","p1rslt","p2rslt","correct","stimulus","question_order"
"true","fullscreen","0","2131","0.0-0.0-0.0","f88","[""R""]","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2137","0.0-0.0-1.0","f88","[""R""]","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"","instructions","2","195217","0.0-1.0","f88","[""R""]","","","","","[{""page_index"":0,""viewing_time"":148462},{""page_index"":1,""viewing_time"":19944},{""page_index"":2,""viewing_time"":24672}]","193079","","","","","","","","","","","","","",""
"","psychophysics","3","201289","0.0-2.0-0.0","f88","[""R""]","","","","","","5364","key","z","z","16.685983516483528","798","448.5","1","0","1","1","1","true","",""
"","psychophysics","4","202299","0.0-2.0-1.0","f88","[""R""]","","","","","","null","key","null","null","16.684466666666655","798","448.5","1","0","1","1","1","","",""
"","psychophysics","5","203302","0.0-2.0-2.0-0.0","f88","[""R""]","","","","","","null","key","null","null","16.68559322033869","798","448.5","1","0","1","1","1","","",""
"","psychophysics","6","209221","0.0-2.0-0.1","f88","[""R""]","","","","","","5216","key","m","m","16.685796610169483","798","448.5","2","1","1","1","1","true","",""
"","psychophysics","7","210224","0.0-2.0-1.1","f88","[""R""]","","","","","","null","key","null","null","16.685881355932274","798","448.5","2","1","1","1","1","","",""
"","psychophysics","8","211228","0.0-2.0-2.1-0.1","f88","[""R""]","","","","","","null","key","null","null","16.685728813559546","798","448.5","2","1","1","1","1","","",""
"","psychophysics","9","223724","0.0-2.0-0.2","f88","[""R""]","","","","","","11794","key","m","m","16.685852941176485","798","448.5","1","1","0","1","1","false","",""
"","psychophysics","10","224727","0.0-2.0-1.2","f88","[""R""]","","","","","","null","key","null","null","16.686084745763072","798","448.5","1","1","0","1","1","","",""
"","psychophysics","11","225730","0.0-2.0-3.2-0.2","f88","[""R""]","","","","","","null","key","null","null","16.68594915254221","798","448.5","1","1","0","1","1","","",""
"","psychophysics","12","228604","0.0-2.0-0.3","f88","[""R""]","","","","","","2171","key","z","z","16.685730994152102","798","448.5","1","0","1","1","1","true","",""
"","psychophysics","13","229608","0.0-2.0-1.3","f88","[""R""]","","","","","","null","key","null","null","16.68571186440669","798","448.5","1","0","1","1","1","","",""
"","psychophysics","14","230611","0.0-2.0-2.3-0.3","f88","[""R""]","","","","","","null","key","null","null","16.685883333333187","798","448.5","1","0","1","1","1","","",""
