17174.5,17188.25,13.75,17137.75,17301.75,164,15116.75,15129.75,13,15079.75,15227,147.25,15987.75,16001,13.25,15951,16114.75,163.75,15353.5,15367,13.5,15316.25,15464,147.75,15003.25,15016,12.75,14966.25,15113.25,147,14657,14670.75,13.75,14620.5,14784.75,164.25
17558,17571.5,13.5,17521.25,17668.5,147.25,15466.75,15480,13.25,15430,15577,147,16354.75,16367.75,13,16317.75,16481.5,163.75,15703.5,15717.25,13.75,15666.5,15814,147.5,15353.25,15366,12.75,15333,15480,147,15007.25,15021,13.75,14970.5,15134.75,164.25
17908.25,17938.5,30.25,17888,18035.25,147.25,15817,15830,13,15780,15927.25,147.25,16721.5,16734.5,13,16684.5,16865,180.5,16053.75,16067.25,13.5,16033.25,16164.25,131,15720,15732.75,12.75,15683.25,15846.75,163.5,15357.25,15371,13.75,15320.75,15484.75,164
18275,18305.25,30.25,18254.75,18402,147.25,16167,16180,13,16130.25,16277.25,147,17088.25,17101.25,13,17068,17215,147,16403.75,16417.5,13.75,16366.5,16514.25,147.75,16070,16082.75,12.75,16050,16196.75,146.75,15707.5,15721.25,13.75,15670.75,15834.75,164
18658.25,18671.75,13.5,18621.5,18785.5,164,16517,16530,13,16480,16627.25,147.25,17455,17468,13,17418,17598.5,180.5,16753.75,16767.5,13.75,16733.25,16881,147.75,16436.25,16449.5,13.25,16400,16563.5,163.5,16057.5,16071.25,13.75,16020.75,16185,164.25
19025,19038.5,13.5,18988.25,19152.25,164,16867.25,16880.25,13,16830.25,16977.25,147,17821.75,17851.5,29.75,17801.5,17965.25,163.75,17103.75,17117.5,13.75,17066.75,17214.5,147.75,16786.5,16816.5,30,16766.5,16913.5,147,16407.5,16421.5,14,16371,16535,164
19391.75,19405.25,13.5,19371.75,19519,147.25,17234,17247,13,17197,17327.5,130.5,18188.5,18218.25,29.75,18168.25,18315.25,147,17470.75,17484.25,13.5,17433.5,17581.25,147.75,17153.25,17166.5,13.25,17133.25,17280.25,147,16757.75,16771.5,13.75,16721,16885.25,164.25
19758.25,19805.5,47.25,19738.75,19902.5,163.75,17584.25,17597,12.75,17547,17694.25,147.25,18555.25,18568.25,13,18518.25,18698.75,180.5,17820.75,17834.5,13.75,17800.25,17931.25,131,17503.25,17533.75,30.5,17483.25,17630.5,147.25,17107.75,17121.5,13.75,17071,17235.25,164.25
20158.5,20172.25,13.75,20105.5,20269.25,163.75,17934.25,17947.25,13,17897,18044.5,147.5,18922,18935,13,18901.75,19049,147.25,18170.75,18184.5,13.75,18133.5,18298,164.5,17870,17883.5,13.5,17849.75,17997.25,147.5,17458,17471.75,13.75,17421,17585.25,164.25
20525.5,20538.75,13.25,20472.25,20636,163.75,18284.25,18297.25,13,18247.25,18394.5,147.25,19289,19301.75,12.75,19251.75,19415.75,164,18521,18534.5,13.5,18483.75,18631.5,147.75,18220.25,18250.5,30.25,18199.75,18347.5,147.75,17808,17821.75,13.75,17771.25,17935.5,164.25
20875.75,20889,13.25,20855.5,21002.75,147.25,18634.5,18647.5,13,18597.25,18744.5,147.25,19655.75,19685.25,29.5,19618.5,19799,180.5,18887.75,18901.25,13.5,18850.25,18998.25,148,18587,18600.5,13.5,18566.5,18714.25,147.75,18158,18171.75,13.75,18121.25,18269,147.75
