1724.5,1752.75,28.25,1702.75,1864.5,161.75,1019.5,1031,11.5,997.5,1126.5,129,1329.75,1358,28.25,1292.25,1470.25,178,1603.5,1615.25,11.75,1582.75,1727.75,145,2163.75,2192,28.25,2109.25,2304,194.75,5641.75,5653.25,11.5,5620.25,5765.5,145.25
2140,2151.5,11.5,2101.75,2263.5,161.75,1368.5,1380,11.5,1346.75,1492.25,145.5,1762,1807,45,1707.75,1919.25,211.5,1986,1997.5,11.5,1965,2110,145,2546,2591,45,2508,2703,195,6007.25,6019,11.75,5986,6131.25,145.25
2539,2550.25,11.25,2501,2662.5,161.5,1734.25,1745.75,11.5,1712.25,1858,145.75,2210.75,2239,28.25,2140,2351.25,211.25,2335,2346.5,11.5,2314,2459,145,2994.75,3039.75,45,2940.25,3168.5,228.25,6356.5,6368,11.5,6335,6480.25,145.25
2921.25,2949.5,28.25,2899.5,3061.5,162,2083.25,2094.75,11.5,2061.25,2207,145.75,2626.25,2671.25,45,2572.25,2783.5,211.25,2700.75,2712.25,11.5,2679.75,2824.75,145,3427,3455.25,28.25,3372.5,3567.25,194.75,6705.5,6717,11.5,6684.25,6829.25,145
3336.75,3348.25,11.5,3298.5,3460.25,161.75,2432.25,2444,11.75,2410.5,2556,145.5,3075,3103.5,28.5,3021,3232.25,211.25,3066.25,3078,11.75,3045.5,3190.5,145,3825.75,3871,45.25,3788,3983,195,7054.5,7066,11.5,7033.25,7178.25,145
3719,3747.5,28.5,3680.75,3842.75,162,2781.5,2793,11.5,2759.5,2905.25,145.75,3507.25,3552.25,45,3453.25,3664.5,211.25,3415.5,3427,11.5,3394.5,3539.5,145,4241.5,4286.5,45,4203.5,4381.75,178.25,7403.5,7415.25,11.75,7382.25,7527.5,145.25
4101.25,4112.5,11.25,4079.75,4241.5,161.75,3130.5,3142,11.5,3108.5,3254.25,145.75,3956,3984.5,28.5,3885.25,4096.75,211.5,3781,3792.75,11.75,3760.25,3905.25,145,4640.5,4685.5,45,4602.5,4797.5,195,7752.75,7764.25,11.5,7731.25,7876.5,145.25
NA,NA,NA,4478.75,4657.25,178.5,3496.25,3507.75,11.5,3474.25,3620,145.75,4388.25,4433.25,45,4334.25,4545.5,211.25,4130.25,4141.75,11.5,4109.25,4254.25,145,5056,5101,45,5018.25,5196.25,178,8101.75,8113.25,11.5,8080.5,8225.5,145
4915.75,4927.5,11.75,4894.25,5056,161.75,3845.25,3856.75,11.5,3823.25,3969,145.75,4820.5,4865.5,45,4766.25,4977.75,211.5,4495.75,4507.5,11.75,4475,4620,145,5471.5,5516.5,45,5433.75,5628.5,194.75,8450.75,8462.25,11.5,8429.5,8574.5,145
5314.75,5326.25,11.5,5293.25,5455,161.75,4194.25,4206,11.75,4172.5,4318,145.5,5269.25,5297.5,28.25,5198.5,5409.75,211.25,4861.5,4873.25,11.75,4840.5,4985.75,145.25,5903.75,5932,28.25,5849.25,6060.75,211.5,8800,8811.5,11.5,8778.75,8923.75,145
5697,5725.5,28.5,5675.5,5837.25,161.75,4543.25,4555,11.75,4521.5,4667,145.5,5701.5,5746.5,45,5647.5,5858.75,211.25,5243.75,5255.5,11.75,5223,5368,145,6335.75,6381,45.25,6281.5,6509.5,228,9165.75,9177,11.25,9144.5,9289.25,144.75
6129.5,6140.75,11.25,6074.5,6236.25,161.75,4892.5,4904,11.5,4870.5,5016.25,145.75,6133.75,6162,28.25,6079.5,6290.75,211.25,5609.5,5621.25,11.75,5588.5,5733.75,145.25,6784.75,6829.75,45,6730.25,6941.75,211.5,9514.75,9526.25,11.5,9493.5,9638.5,145
6511.5,6523.25,11.75,6473.25,6635.25,162,5241.5,5253,11.5,5219.75,5365.25,145.5,6565.75,6627.5,61.75,6511.75,6739.75,228,5975.25,5986.75,11.5,5954.25,6099.25,145,7233.5,7262,28.5,7179,7390.5,211.5,9863.75,9875.25,11.5,9842.5,9987.5,145
6894,6922.25,28.25,6872.25,7034.25,162,5607.25,5618.75,11.5,5585.25,5731,145.75,7031.25,7076.25,45,6993.75,7188.5,194.75,6324.25,6336,11.75,6303.25,6448.5,145.25,7665.5,7710.75,45.25,7611.25,7822.75,211.5,10213,10224.25,11.25,10191.75,10336.5,144.75
7276.25,7304.75,28.5,7254.5,7416.5,162,5956.25,5968,11.75,5934.5,6080,145.5,7480,7508.5,28.5,7409.25,7620.75,211.5,6690,6701.5,11.5,6669,6814,145,8097.75,8143,45.25,8043.25,8238.25,195,10562,10573.5,11.5,10540.75,10685.75,145
7692,7703.25,11.25,7653.5,7815.5,162,6305.25,6317,11.75,6283.5,6429,145.5,7912.25,7957.25,45,7858,8069.5,211.5,7055.75,7067.25,11.5,7034.75,7179.75,145,8530,8575,45,8475.5,8687,211.5,10911,10922.5,11.5,10889.75,11034.75,145
8090.75,8102.25,11.5,8052.5,8214.25,161.75,6654.5,6666,11.5,6632.5,6778.25,145.75,8361,8389.25,28.25,8290.25,8501.5,211.25,7404.75,7416.25,11.5,7383.75,7528.75,145,8962.25,8990.5,28.25,8907.75,9102.75,195,11260,11271.5,11.5,11238.75,11383.75,145
8489.5,8501.25,11.75,8451.5,8613,161.5,7003.5,7015,11.5,6981.5,7127.25,145.75,8776.5,8805,28.5,8739,8917.25,178.25,7770.5,7782,11.5,7749.5,7894.5,145,9377.75,9422.75,45,9323.25,9534.75,211.5,11609,11620.5,11.5,11587.75,11732.75,145
