"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","timeout","failed_images","failed_audio","failed_video","view_history","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","outcome","p1conf","p2conf","p1rslt","p2rslt","correct","stimulus","question_order"
"true","fullscreen","0","2271","0.0-0.0-0.0","ga4","[""L""]","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2277","0.0-0.0-1.0","ga4","[""L""]","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"","instructions","2","164264","0.0-1.0","ga4","[""L""]","","","","","[{""page_index"":0,""viewing_time"":111185},{""page_index"":1,""viewing_time"":26984},{""page_index"":2,""viewing_time"":23816}]","161985","","","","","","","","","","","","","",""
"","psychophysics","3","169993","0.0-2.0-0.0","ga4","[""L""]","","","","","","5020","key","z","z","16.687586005830916","798","448.5","1","1","1","1","1","true","",""
"","psychophysics","4","171001","0.0-2.0-1.0","ga4","[""L""]","","","","","","null","key","null","null","16.68773333333326","798","448.5","1","1","1","1","1","","",""
"","psychophysics","5","172011","0.0-2.0-2.0-0.0","ga4","[""L""]","","","","","","null","key","null","null","16.685033898305353","798","448.5","1","1","1","1","1","","",""
"","psychophysics","6","177927","0.0-2.0-0.1","ga4","[""L""]","","","","","","5205","key","m","m","16.68587288135593","798","448.5","2","0","1","0","0","true","",""
"","psychophysics","7","178936","0.0-2.0-1.1","ga4","[""L""]","","","","","","null","key","null","null","16.686050847457857","798","448.5","2","0","1","0","0","","",""
"","psychophysics","8","179947","0.0-2.0-2.1-0.1","ga4","[""L""]","","","","","","null","key","null","null","16.685699999999876","798","448.5","2","0","1","0","0","","",""
"","psychophysics","9","187212","0.0-2.0-0.2","ga4","[""L""]","","","","","","6559","key","m","m","16.685801843317986","798","448.5","2","0","1","0","0","true","",""
"","psychophysics","10","188221","0.0-2.0-1.2","ga4","[""L""]","","","","","","null","key","null","null","16.686816666666708","798","448.5","2","0","1","0","0","","",""
"","psychophysics","11","189230","0.0-2.0-2.2-0.2","ga4","[""L""]","","","","","","null","key","null","null","16.68633898305095","798","448.5","2","0","1","0","0","","",""
